Frame,Sub Frame,GM,SL
183,3,0.000724792,-0.0276566
183,4,-0.0044632,-0.00473022
183,5,-0.00389099,0.0125122
183,6,0.00282288,0.00823975
183,7,0.00480652,-0.00270844
183,8,0.00415802,-0.00846863
183,9,0.00282288,-0.00679016
184,0,0.000839233,7.62939e-05
184,1,-0.000534058,0.00499725
184,2,-0.000343323,0.00751495
184,3,0.00228882,0.00778198
184,4,0.00331879,0.00461578
184,5,0.00350952,-0.0019455
184,6,0.00465393,-0.00331879
184,7,0.00453949,-0.00408173
184,8,0.00370026,-0.0075531
184,9,0.00278473,-0.00476837
185,0,-0.001297,-0.000343323
185,1,-0.0037384,0.00038147
185,2,-0.00465393,-0.00484467
185,3,-0.00293732,-0.0156784
185,4,0.000686646,-0.0139236
185,5,0.00461578,0.00370026
185,6,-0.000801086,0.0200653
185,7,-0.00968933,0.0226593
185,8,-0.00961304,0.00804901
185,9,0.00171661,0.00110626
186,0,0.00858307,0.0111008
186,1,0.00938416,0.0226974
186,2,0.0030899,0.0226593
186,3,0.00114441,0.0152588
186,4,0.00644684,0.0113297
186,5,0.0117874,0.0127792
186,6,0.0157166,0.0149536
186,7,0.0133133,0.0139236
186,8,0.00873566,0.00370026
186,9,0.00667572,-0.019989
187,0,0.0102234,-0.0387955
187,1,0.00843048,-0.0299454
187,2,-0.00270844,-0.0102234
187,3,-0.012207,0.0030899
187,4,-0.0111389,0.00572205
187,5,-0.00579834,0.00427246
187,6,-0.00801086,0.00743866
187,7,-0.0126266,0.0107193
187,8,-0.0113297,0.0125122
187,9,-0.00549316,0.0109482
188,0,-0.00469208,0.00556946
188,1,-0.00747681,-0.00347137
188,2,-0.00946045,-0.0131226
188,3,-0.0101852,-0.0193787
188,4,-0.00564575,-0.0161743
188,5,-0.00190735,-0.00827789
188,6,0.00228882,-0.0075531
188,7,0.0043869,-0.0104523
188,8,0.0069046,-0.00846863
188,9,0.00804901,-0.00484467
189,0,0.00621796,-0.00431061
189,1,0.00259399,-0.0104904
189,2,-0.00312805,-0.017395
189,3,-0.00991821,-0.0157547
189,4,-0.0130844,-0.00812531
189,5,-0.0114441,-0.00125885
189,6,-0.00843048,0.0025177
189,7,-0.00354767,0.00434875
189,8,0.000801086,0.00476837
189,9,0.00274658,0.00484467
190,0,0.000953674,0.00587463
190,1,-0.00137329,0.00492096
190,2,-0.0038147,0.00507355
190,3,-0.00236511,0.00854492
190,4,0.00419617,0.00907898
190,5,0.00640869,0.00999451
190,6,0.00648499,0.0127029
190,7,0.00495911,0.0141907
190,8,0.00839233,0.0110245
190,9,0.00976562,0.00495911
191,0,0.00164032,0.00442505
191,1,-0.0116348,0.00957489
191,2,-0.0146103,0.00797272
191,3,-0.00610352,-0.00221252
191,4,-0.00457764,0.00183105
191,5,-0.0106049,0.01091
191,6,-0.0141144,0.00865936
191,7,-0.0144958,0.0037384
191,8,-0.00392914,0.00362396
191,9,0.0100708,0.00495911
192,0,0.0190353,-0.00377655
192,1,0.0209427,-0.0131989
192,2,0.0158691,-0.00686646
192,3,0.00621796,-0.0082016
192,4,-0.00267029,-0.026741
192,5,-0.00549316,-0.0389862
192,6,-0.00301361,-0.0392151
192,7,0.000839233,-0.0335312
192,8,0.00389099,-0.0223923
192,9,0.00648499,-0.00514984
193,0,0.0062561,0.00469208
193,1,0.00354767,0.00492096
193,2,-3.8147e-05,0.00694275
193,3,-0.00419617,0.00770569
193,4,0.00038147,0.00537872
193,5,0.00450134,0.00102997
193,6,0.00102997,-0.000534058
193,7,-0.0025177,0.00282288
193,8,-0.000534058,0.00629425
193,9,0.00324249,0.00495911
194,0,0.0101089,0.00263214
194,1,0.00892639,-0.000686646
194,2,0.00370026,0.001297
194,3,0,-0.00160217
194,4,-0.00366211,-0.0109863
194,5,-0.0044632,-0.0209808
194,6,-0.00419617,-0.0159454
194,7,0.000190735,0.00434875
194,8,0.00537872,0.0231934
194,9,0.00835419,0.0317001
195,0,0.00762939,0.0344086
195,1,0.00465393,0.0318527
195,2,-0.00137329,0.0191116
195,3,-0.00804901,0.00476837
195,4,-0.00907898,-0.00705719
195,5,-0.00511169,-0.00946045
195,6,-0.00247955,-0.00679016
195,7,-0.00297546,-0.00778198
195,8,-0.00354767,-0.00743866
195,9,-0.0056076,0.00228882
196,0,-0.00556946,0.0143051
196,1,-0.0062561,0.0205612
196,2,-0.00782013,0.019722
196,3,-0.00850677,0.0136566
196,4,-0.00965118,0.00648499
196,5,-0.00648499,-0.000801086
196,6,-0.00541687,-0.00854492
196,7,-0.00202179,-0.00850677
196,8,0.00137329,-0.000190735
196,9,0.00164032,0.0037384
197,0,7.62939e-05,-0.000724792
197,1,0.000305176,-0.00499725
197,2,0.00164032,-0.000610352
197,3,0.0012207,0.0111008
197,4,-0.00278473,0.0157547
197,5,-0.000190735,0.0122452
197,6,0.00602722,0.0101471
197,7,0.00980377,0.013504
197,8,0.0122833,0.0170898
197,9,0.0147247,0.00488281
198,0,0.0162506,-0.0236893
198,1,0.00873566,-0.0388336
198,2,-0.000915527,-0.0283432
198,3,-0.00663757,-0.0163651
198,4,-0.00812531,-0.019722
198,5,-0.00888824,-0.0255585
198,6,-0.00621796,-0.0118637
198,7,-7.62939e-05,0.0127792
198,8,0.010643,0.022583
198,9,0.0233841,0.012207
199,0,0.0226593,0.000267029
199,1,0.00743866,-0.00209808
199,2,-0.0111771,0.00179291
199,3,-0.0199509,0.000114441
199,4,-0.0191879,-0.00362396
199,5,-0.00995636,-0.00896454
199,6,-0.00171661,-0.00934601
199,7,0.00160217,0.00404358
199,8,0.00137329,0.0101089
199,9,-0.00335693,0.000648499
200,0,-0.00694275,0.00415802
200,1,-0.00846863,0.00850677
200,2,-0.00812531,-0.0206375
200,3,-0.0043869,-0.0514221
200,4,0.00125885,-0.0375748
200,5,-0.00087738,-0.0107574
200,6,-0.00553131,-0.00385284
200,7,-0.00831604,0.00247955
200,8,-0.00823975,0.0121307
200,9,-0.00427246,0.00911713
201,0,-0.00156403,-0.00205994
201,1,-7.62939e-05,-0.00850677
201,2,0.00572205,-0.00667572
201,3,0.0179291,-0.00545502
201,4,0.0260925,-0.00419617
201,5,0.0254059,7.62939e-05
201,6,0.0135422,0.00991821
201,7,0.00213623,0.0169754
201,8,-3.8147e-05,0.0140762
201,9,0.000419617,0.00831604
202,0,-0.00152588,0.00255585
202,1,0.000572205,-0.00324249
202,2,0.00377655,-0.00579834
202,3,0.00686646,-0.00358582
202,4,0.00827789,0.00289917
202,5,0.00869751,0.011673
202,6,0.010643,0.0202179
202,7,0.00999451,0.0239182
202,8,0.00610352,0.0219727
202,9,0.00190735,0.0170517
203,0,-0.00411987,0.0138474
203,1,-0.00614166,0.0087738
203,2,-0.00583649,-0.00110626
203,3,-0.00411987,-0.00946045
203,4,-0.00389099,-0.00839233
203,5,-0.00259399,-0.00526428
203,6,-0.00518799,-0.00495911
203,7,-0.00728607,-0.00339508
203,8,-0.00663757,0.00274658
203,9,-0.0050354,0.00995636
204,0,-0.00659943,0.0104904
204,1,-0.00774384,0.00400543
204,2,-0.00976562,-0.00217438
204,3,-0.00907898,0.00267029
204,4,-0.00591278,0.00999451
204,5,-0.00183105,0.00350952
204,6,0.000228882,-0.00972748
204,7,-0.00225067,-0.0205994
204,8,-0.00305176,-0.0183868
204,9,-0.00160217,-0.00423431
205,0,0.00267029,-0.00526428
205,1,-0.00125885,-0.0245667
205,2,-0.0131989,-0.0273514
205,3,-0.0197601,-0.00484467
205,4,-0.00930786,0.025444
205,5,0.0117111,0.0339508
205,6,0.0216675,0.0199127
205,7,0.0131607,0.0156403
205,8,0.00938416,0.0278854
205,9,0.0127792,0.0297928
206,0,0.00762939,0.0218582
206,1,-0.00118256,0.019455
206,2,-0.00209808,0.00598907
206,3,0.00408173,-0.0297928
206,4,0.0069046,-0.0335312
206,5,0.00423431,0.000915527
206,6,0.00324249,0.0227737
206,7,0.00968933,0.0198364
206,8,0.0128937,0.00812531
206,9,0.00900269,0.000724792
207,0,0.00156403,7.62939e-05
207,1,-0.00473022,-0.00534058
207,2,-0.00274658,-0.0172043
207,3,0.00400543,-0.0261307
207,4,0.0069046,-0.0252533
207,5,0.00507355,-0.0209427
207,6,-0.000839233,-0.0180817
207,7,-0.00514984,-0.0196838
207,8,-0.00541687,-0.0241852
207,9,-0.00450134,-0.0269699
208,0,-0.00965118,-0.018692
208,1,-0.0178909,-0.00720978
208,2,-0.0188446,-0.00205994
208,3,-0.0137711,-0.00328064
208,4,-0.00774384,-0.00659943
208,5,-0.00576019,-0.0088501
208,6,-0.00442505,-0.0056839
208,7,-0.00354767,-0.00164032
208,8,-0.00152588,0.001297
208,9,-0.000190735,0.000228882
209,0,-0.00572205,0.000190735
209,1,-0.00926971,0.00232697
209,2,-0.00701904,0.00751495
209,3,-0.000190735,0.0114822
209,4,0.00518799,0.0131607
209,5,0.00350952,0.0130463
209,6,0.000610352,0.0131607
209,7,-0.00823975,0.0123978
209,8,-0.00473022,0.0120163
209,9,0.000534058,0.0114059
210,0,0.00347137,0.0109863
210,1,0.00205994,0.0110626
210,2,0.00255585,0.0127792
210,3,0.00514984,0.0107193
210,4,0.0105286,0.00324249
210,5,0.0127029,-0.0109482
210,6,0.00659943,-0.0238419
210,7,-0.00656128,-0.0221252
210,8,-0.0156403,-0.0111008
210,9,-0.0119019,-0.00583649
211,0,-0.00320435,-0.0128937
211,1,0.00385284,-0.0253296
211,2,0.00869751,-0.027771
211,3,0.00968933,-0.00862122
211,4,0.0109482,0.0109482
211,5,0.0164413,0.0140381
211,6,0.0175858,0.021553
211,7,0.0154877,0.0486755
211,8,0.0156021,0.0722122
211,9,0.0152969,0.0661469
212,0,0.00915527,0.0357819
212,1,0.00415802,0.013504
212,2,-0.000915527,-0.00415802
212,3,-0.00198364,-0.0424194
212,4,-0.000610352,-0.0764847
212,5,-3.8147e-05,-0.0662613
212,6,-0.00259399,-0.0240707
212,7,-0.00602722,0.00457764
212,8,-0.00747681,0.00640869
212,9,-0.00713348,0.00881195
213,0,-0.00324249,0.0173187
213,1,0,0.0159454
213,2,0.00259399,0.00133514
213,3,0.00358582,-0.0126266
213,4,0.00232697,-0.0094986
213,5,0.00213623,0.00434875
213,6,0.00205994,0.0156021
213,7,0.00610352,0.0118256
213,8,0.0147247,0.00450134
213,9,0.00984192,-0.00305176
214,0,-0.00267029,-0.0131226
214,1,-0.010643,-0.0141907
214,2,-0.0156403,-0.0120544
214,3,-0.0197601,-0.0117874
214,4,-0.0163651,-0.0140381
214,5,-0.00553131,-0.00854492
214,6,0.00389099,0.00804901
214,7,0.0087738,0.0210953
214,8,0.00858307,0.0228119
214,9,0.00553131,0.0197983
215,0,-0.00343323,0.0185013
215,1,-0.00762939,0.0127029
215,2,-0.00614166,0.00358582
215,3,-0.00427246,-0.00411987
215,4,-0.0056839,-0.00934601
215,5,-0.00720978,-0.0113678
215,6,-0.0111389,-0.0111389
215,7,-0.0101471,-0.0120544
215,8,-0.00686646,-0.0113297
215,9,-0.00728607,-0.00827789
216,0,-0.0037384,-0.00141144
216,1,0.0062561,0.00823975
216,2,0.0122452,0.0127792
216,3,0.0121307,0.00854492
216,4,0.00511169,0.00591278
216,5,-0.00659943,-0.00183105
216,6,-0.01091,-0.0153351
216,7,-0.0119781,-0.0111008
216,8,-0.0204468,0.0193787
216,9,-0.0163651,0.0436401
217,0,0.00427246,0.0315094
217,1,0.0211334,0.00179291
217,2,0.0253296,-0.0111008
217,3,0.0196457,-0.0185013
217,4,0.0106049,-0.031395
217,5,0.00221252,-0.0306702
217,6,-0.00614166,-0.0218582
217,7,-0.00804901,-0.0235748
217,8,-0.00335693,-0.0274658
217,9,0.00339508,-0.0227737
218,0,0.00679016,-0.00614166
218,1,0.00953674,0.00980377
218,2,0.00835419,0.0129318
218,3,0.000228882,0.0120544
218,4,-0.00545502,0.0148773
218,5,-0.00343323,0.0233459
218,6,0.00156403,0.0296402
218,7,0.00793457,0.0222778
218,8,0.00957489,0.00087738
218,9,0.00419617,-0.0204086
219,0,-0.00522614,-0.0286484
219,1,-0.00736237,-0.0206375
219,2,-0.00331879,-0.0102234
219,3,-0.00244141,0.0012207
219,4,-0.00595093,0.0102234
219,5,-0.00843048,0.00888824
219,6,-0.00556946,-0.000267029
219,7,-0.00366211,-0.00862122
219,8,-0.00473022,-0.0115204
219,9,-0.0063324,-0.00511169
220,0,-0.00617981,0.00869751
220,1,-0.00549316,0.0171661
220,2,-0.00434875,0.0225067
220,3,-0.00339508,0.0284195
220,4,-0.00106812,0.0286102
220,5,0.00415802,0.022583
220,6,0.0062561,0.0180054
220,7,0.00507355,0.0147247
220,8,0.0102234,-0.00133514
220,9,0.014267,-0.0207901
221,0,0.00354767,-0.0261307
221,1,-0.0111008,-0.0255966
221,2,-0.014267,-0.0277328
221,3,-0.00602722,-0.0168991
221,4,-0.0019455,-0.00205994
221,5,-0.00125885,0.00324249
221,6,-0.000534058,0.000572205
221,7,-0.00286102,-0.00507355
221,8,0.00110626,-0.00480652
221,9,0.00648499,-0.00274658
222,0,0.00881195,-0.00419617
222,1,0.0102234,-0.00469208
222,2,0.0138092,0.00484467
222,3,0.0147247,0.0174713
222,4,0.0138474,0.0295258
222,5,0.0177002,0.0374985
222,6,0.0157928,0.0320816
222,7,0.00370026,-0.000610352
222,8,-0.00774384,-0.0398636
222,9,-0.013504,-0.057869
223,0,-0.0136948,-0.0530243
223,1,-0.00930786,-0.0318527
223,2,-0.00663757,0.00637054
223,3,-0.00225067,0.0345612
223,4,0.00461578,0.0193024
223,5,0.00789642,-0.00339508
223,6,0.00278473,-0.0031662
223,7,-0.00492096,0.00118256
223,8,-0.00816345,-0.00232697
223,9,-0.00347137,-0.00751495
224,0,0.00305176,-0.00999451
224,1,0.00637054,-0.013504
224,2,0.00499725,-0.0327301
224,3,-0.00087738,-0.0554276
224,4,-0.00534058,-0.0498581
224,5,-0.00408173,-0.0190353
224,6,7.62939e-05,0.000343323
224,7,0.00221252,0.00881195
224,8,0.00312805,0.0180435
224,9,0.00263214,0.0219727
225,0,0.00232697,0.0280762
225,1,-0.00152588,0.0377655
225,2,-0.00675201,0.0379944
225,3,-0.0094986,0.0233078
225,4,-0.0101089,0.0191498
225,5,-0.00720978,0.0362396
225,6,-0.00450134,0.0481033
225,7,-0.00965118,0.0340271
225,8,-0.00953674,0.00656128
225,9,-0.00514984,-0.0138474
226,0,-0.000915527,-0.0174332
226,1,0.00606537,-0.0168228
226,2,0.0101471,-0.0181198
226,3,0.00858307,-0.00846863
226,4,0.00602722,0.0154877
226,5,0.00400543,0.0320435
226,6,0.00198364,0.0241852
226,7,0.000839233,0.00648499
226,8,0.00255585,-3.8147e-05
226,9,0.00415802,-0.00411987
227,0,0.00282288,-0.0197601
227,1,0.000457764,-0.0322723
227,2,0.00286102,-0.0203705
227,3,0.00648499,0.00705719
227,4,0.0082016,0.021019
227,5,0.00656128,0.0166702
227,6,-0.00362396,0.00938416
227,7,-0.0146866,0.0106812
227,8,-0.00865936,0.0161362
227,9,0.00801086,0.0106049
228,0,0.00656128,-0.00858307
228,1,-0.00274658,-0.0280762
228,2,-0.00896454,-0.0275803
228,3,-0.00713348,-0.0140762
228,4,0.00102997,-0.010376
228,5,0.00228882,-0.0115585
228,6,-0.00659943,7.62939e-05
228,7,-0.0168228,0.0135803
228,8,-0.0170517,0.0128555
228,9,-0.00930786,0.00511169
229,0,-0.00354767,0.00480652
229,1,-0.00175476,0.0129318
229,2,-0.00247955,0.0135422
229,3,-0.0043869,0.00270844
229,4,-0.00213623,-0.0151825
229,5,0.00267029,-0.0279999
229,6,0.00999451,-0.0263596
229,7,0.0114059,-0.012207
229,8,0.01194,0.00587463
229,9,0.0115204,0.0305939
230,0,0.00244141,0.0492859
230,1,-0.0025177,0.0403214
230,2,0.0018692,0.00488281
230,3,0.00347137,-0.0237656
230,4,0.00492096,-0.0217819
230,5,0.0123215,0.00312805
230,6,0.0205231,0.0203323
230,7,0.0201416,0.0206757
230,8,0.0157166,0.00717163
230,9,0.0123215,-0.0195694
231,0,0.00843048,-0.0356293
231,1,0.00110626,-0.03582
231,2,-0.00137329,-0.0442505
231,3,0.00183105,-0.0556946
231,4,0.00556946,-0.0487518
231,5,0.00724792,-0.0344849
231,6,0.00694275,-0.0224304
231,7,0.00507355,-0.0128937
231,8,0.00610352,0.00228882
231,9,0.00492096,0.0135803
232,0,-0.001297,0.0126648
232,1,-0.00785828,0.00606537
232,2,-0.0157547,0.00324249
232,3,-0.0157928,0.00587463
232,4,-0.00797272,0.00602722
232,5,-0.00213623,0.00411987
232,6,-0.00152588,0.00228882
232,7,-0.0025177,-0.0030899
232,8,-0.00190735,-0.0119781
232,9,-0.0037384,-0.0106049
233,0,-0.00778198,0.00320435
233,1,-0.0101852,0.0205612
233,2,-0.0102615,0.0301743
233,3,-0.00762939,0.0239563
233,4,-0.00553131,0.00865936
233,5,-0.00473022,0.000648499
233,6,-0.00610352,0.00160217
233,7,-0.00904083,0.00377655
233,8,-0.00972748,0.00595093
233,9,-0.00999451,0.0134659
234,0,-0.01297,0.0239944
234,1,-0.0149536,0.026741
234,2,-0.0069046,0.0167084
234,3,0.00255585,0.0056839
234,4,0.00751495,0.00335693
234,5,0.00720978,-0.0108719
234,6,0.000991821,-0.0289154
234,7,-0.0063324,-0.0226212
234,8,-0.00774384,0.00465393
234,9,-0.00473022,0.0265884
235,0,-0.00541687,0.0284576
235,1,-0.00736237,0.0177765
235,2,-0.00160217,-0.00534058
235,3,0.00511169,-0.0261307
235,4,0.0088501,-0.0315475
235,5,0.0100708,-0.0305557
235,6,-0.00038147,-0.0303268
235,7,-0.0127411,-0.00919342
235,8,-0.0171661,0.0248337
235,9,-0.00637054,0.0343704
236,0,0.00766754,0.0206375
236,1,0.0112152,0.0125504
236,2,0.00518799,0.0115585
236,3,-0.000686646,0.00232697
236,4,0.000915527,-0.0124359
236,5,0.00339508,-0.019722
236,6,0.00652313,-0.01194
236,7,0.00881195,0.0162125
236,8,0.0062561,0.0495529
236,9,0.00110626,0.0605392
237,0,-0.0019455,0.0456619
237,1,0.000534058,0.0198746
237,2,0.00534058,-0.0120926
237,3,0.00804901,-0.032959
237,4,0.00526428,-0.0227737
237,5,0.00377655,-0.00297546
237,6,0.00301361,0.000572205
237,7,-0.00198364,-0.0104141
237,8,-0.000228882,-0.019722
237,9,0.00404358,-0.0255203
238,0,0.00812531,-0.0264359
238,1,0.00850677,-0.0250626
238,2,0.00553131,-0.0182724
238,3,0.0044632,-0.00778198
238,4,0.0056839,7.62939e-05
238,5,0.00751495,0.00434875
238,6,0.00785828,0.00476837
238,7,0.00831604,0.00358582
238,8,0.00789642,0.00389099
238,9,0.0019455,0.0012207
239,0,-0.00713348,0.00423431
239,1,-0.01297,0.0141525
239,2,-0.0141907,0.0136185
239,3,-0.0133896,-0.000419617
239,4,-0.0094986,-0.0245285
239,5,-0.00263214,-0.0474548
239,6,0.000953674,-0.0548935
239,7,0.00267029,-0.0362396
239,8,0.00614166,0.00411987
239,9,0.00278473,0.034523
240,0,-0.00457764,0.0336838
240,1,-0.00541687,0.0025177
240,2,-0.00320435,-0.0255966
240,3,-0.00221252,-0.0323868
240,4,-0.000419617,-0.0147247
240,5,0.00312805,0.0124359
240,6,0.0069809,0.0193024
240,7,0.00553131,0.00881195
240,8,0.001297,3.8147e-05
240,9,-0.000991821,-0.0138855
241,0,-0.00114441,-0.0383377
241,1,0.00133514,-0.0588608
241,2,0.00968933,-0.0449753
241,3,0.0152969,0.00648499
241,4,0.0111771,0.0579834
241,5,0.00556946,0.0743866
241,6,-0.00347137,0.058136
241,7,-0.0151825,0.0327301
241,8,-0.018959,0.0135803
241,9,-0.0118256,3.8147e-05
242,0,-0.000305176,-0.00476837
242,1,0.00858307,0.000953674
242,2,0.0111008,0.0136185
242,3,0.0062561,0.0109482
242,4,0.00488281,-0.00514984
242,5,0.00930786,-0.0156403
242,6,0.0121307,-0.00938416
242,7,0.0120163,0.00324249
242,8,0.00965118,0.010643
242,9,0.00587463,0.00972748
243,0,-0.00144958,0.00350952
243,1,-0.00598907,-0.000762939
243,2,-0.00782013,0.000457764
243,3,-0.0088501,0.00564575
243,4,-0.00751495,0.00675201
243,5,-0.00354767,0.00713348
243,6,-0.00209808,0.0146103
243,7,-0.00217438,0.0252151
243,8,-0.00564575,0.0360489
243,9,-0.0088501,0.0426865
244,0,-0.00965118,0.0521469
244,1,-0.00537872,0.0574112
244,2,-0.00148773,0.0325394
244,3,-0.000495911,-0.0181198
244,4,-0.00198364,-0.0492859
244,5,-0.00457764,-0.0665283
244,6,-0.00682831,-0.0872421
244,7,-0.00537872,-0.0753403
244,8,0.00156403,-0.0371933
244,9,0.0069046,-0.0112534
245,0,0.00347137,-0.0127029
245,1,-0.00202179,-0.0226593
245,2,-0.00106812,-0.0191498
245,3,0.00389099,0.00671387
245,4,0.00423431,0.0224686
245,5,0.00209808,0.00827789
245,6,0.00152588,-0.00644684
245,7,-0.00164032,0.00160217
245,8,0.00270844,0.0138855
245,9,0.0102234,0.0124359
246,0,0.0162506,0.000343323
246,1,0.0166321,-0.00907898
246,2,0.0165176,-0.000495911
246,3,0.0185013,0.0166702
246,4,0.0136185,0.022049
246,5,-0.00370026,0.018959
246,6,-0.0146103,0.0125122
246,7,-0.00591278,0.00236511
246,8,0.00480652,-0.0187683
246,9,0.0050354,-0.0304031
247,0,-0.00240326,-0.00732422
247,1,-0.00740051,0.022049
247,2,-0.00572205,0.030098
247,3,-0.00831604,0.020752
247,4,-0.0102997,0.00038147
247,5,-0.00423431,-0.01194
247,6,0.00102997,-0.00400543
247,7,-0.00247955,0.0115585
247,8,-0.00419617,0.0190353
247,9,-0.000724792,0.0138474
248,0,0.00118256,0.00328064
248,1,0.00778198,0.000152588
248,2,0.0112152,-0.00118256
248,3,0.00553131,-0.0172806
248,4,-0.00514984,-0.0327682
248,5,-0.00984192,-0.0288773
248,6,-0.00709534,-0.00736237
248,7,-0.00102997,0.0166702
248,8,0.00259399,0.0217056
248,9,0.00312805,0.0125885
249,0,-0.000419617,0.00595093
249,1,-0.0037384,0.00114441
249,2,-0.00263214,-0.00331879
249,3,0.000228882,-0.00297546
249,4,0.000457764,0.0118637
249,5,-0.000839233,0.0250244
249,6,-0.00396729,0.0220871
249,7,-0.00778198,0.00377655
249,8,-0.00930786,-0.0147247
249,9,-0.00713348,-0.0133133
250,0,-0.00537872,0.000190735
250,1,-0.00350952,0.00137329
250,2,-0.000495911,-0.0138474
250,3,0.00511169,-0.0271988
250,4,0.0131989,-0.0287628
250,5,0.0198746,-0.0126266
250,6,0.020256,0.00469208
250,7,0.0174713,0.0056076
250,8,0.0125122,0.00789642
250,9,0.00370026,0.0264359
251,0,-0.0043869,0.0469589
251,1,-0.00907898,0.0455093
251,2,-0.00354767,0.022583
251,3,0.00305176,0.00930786
251,4,-0.00335693,-0.00297546
251,5,-0.0109863,-0.0272751
251,6,-0.00740051,-0.0585556
251,7,-0.00171661,-0.0724411
251,8,0.00228882,-0.0474548
251,9,-0.00461578,-0.0121689
252,0,-0.0154114,0.00385284
252,1,-0.0177765,0.00671387
252,2,-0.00720978,0.0175858
252,3,0.00995636,0.0337982
252,4,0.0215912,0.0180435
252,5,0.0218582,-0.0154495
252,6,0.0125122,-0.0215149
252,7,0.000724792,-0.00705719
252,8,-0.00862122,-0.00686646
252,9,-0.0137711,-0.0192261
253,0,-0.0101852,-0.018692
253,1,-0.0056839,-0.0106812
253,2,-0.00835419,-0.00694275
253,3,-0.0118256,-0.00686646
253,4,-0.00846863,-0.00782013
253,5,-0.00415802,-0.00133514
253,6,-0.00553131,0.0152969
253,7,-0.0103378,0.0290298
253,8,-0.00705719,0.0253677
253,9,0.000572205,0.0131607
254,0,0.00740051,0.00236511
254,1,0.0101089,-0.00133514
254,2,0.00846863,0.00831604
254,3,0.00850677,0.0228882
254,4,0.00801086,0.0271988
254,5,0.0107574,0.0214767
254,6,0.0106812,0.00255585
254,7,0.00720978,-0.022049
254,8,0.00595093,-0.0273895
254,9,0.00595093,-0.0115585
255,0,0.000572205,-0.00450134
255,1,-0.0062561,-0.00965118
255,2,-0.00762939,-0.00816345
255,3,-0.00579834,0.00583649
255,4,-0.00255585,0.0217819
255,5,-0.000419617,0.0315094
255,6,-0.000190735,0.0434494
255,7,-0.0050354,0.0476074
255,8,-0.00980377,0.0313187
255,9,-0.00774384,0.0107574
256,0,-0.0030899,-0.0115204
256,1,0.000343323,-0.0406265
256,2,-0.00114441,-0.0458908
256,3,0.000457764,-0.0168228
256,4,-0.000801086,0.014801
256,5,0.000724792,0.021286
256,6,0.00751495,0.00495911
256,7,0.0128555,-0.00797272
256,8,0.0103378,-0.00164032
256,9,0.00518799,0.00522614
257,0,0.00324249,-0.00835419
257,1,0.00579834,-0.0294495
257,2,0.0069046,-0.0349808
257,3,0.00717163,-0.0168228
257,4,0.00473022,0.00209808
257,5,-0.000915527,0.00255585
257,6,-0.00137329,-0.00984192
257,7,0.00328064,-0.0170135
257,8,0.0107193,-0.00907898
257,9,0.00782013,0.00881195
258,0,-0.00156403,0.0279236
258,1,-0.0056076,0.0362778
258,2,-0.00679016,0.0265884
258,3,-0.00236511,0.00263214
258,4,0.00495911,-0.0230789
258,5,0.0056076,-0.0323105
258,6,-0.000915527,-0.0233078
258,7,-0.000343323,-0.0122452
258,8,0.0101471,-0.00339508
258,9,0.0162506,0.0012207
259,0,0.00656128,-0.0030899
259,1,-0.0133896,-0.0121307
259,2,-0.022049,-0.0225067
259,3,-0.0159454,-0.0301743
259,4,-0.00789642,-0.0349045
259,5,-0.00511169,-0.0283813
259,6,-0.00694275,0.00476837
259,7,-0.00411987,0.042572
259,8,0.00217438,0.0567627
259,9,0.00289917,0.0379562
260,0,-0.00209808,0.00999451
260,1,-0.00400543,0.00110626
260,2,-0.0012207,-0.00591278
260,3,0.00148773,-0.0204468
260,4,0.000495911,-0.0215912
260,5,-0.00137329,-0.00717163
260,6,-0.00217438,-0.00225067
260,7,-0.00148773,-0.000190735
260,8,-0.00358582,0.0130844
260,9,-0.00831604,0.0261307
261,0,-0.0125504,0.0314331
261,1,-0.0129318,0.0240707
261,2,-0.01194,0.00202179
261,3,-0.00991821,-0.0212479
261,4,-0.00644684,-0.0305176
261,5,0.00339508,-0.0169373
261,6,0.0121307,0.0062561
261,7,0.0135422,0.0185394
261,8,0.0162125,0.0110245
261,9,0.0165939,-0.00965118
262,0,0.0112915,-0.0293732
262,1,0.0107574,-0.0415421
262,2,0.0134659,-0.0482178
262,3,0.014267,-0.0302887
262,4,0.00999451,0.00797272
262,5,0.0107956,0.0390625
262,6,0.0154495,0.0440216
262,7,0.0142288,0.0368118
262,8,0.0094223,0.033493
262,9,0.00816345,0.0332642
263,0,0.00148773,0.0367355
263,1,-0.0127792,0.0377274
263,2,-0.0228882,0.026207
263,3,-0.0209045,0.0146484
263,4,-0.0113678,0.00999451
263,5,-0.00419617,0.00511169
263,6,-0.00667572,-0.00434875
263,7,-0.0101852,-0.0094223
263,8,-0.00934601,-0.00991821
263,9,-0.00259399,-0.0105286
264,0,0.000915527,-0.016861
264,1,0.00167847,-0.0189972
264,2,-0.001297,-0.0141907
264,3,-0.00461578,-0.00816345
264,4,-0.00724792,-0.00751495
264,5,-0.00705719,0.00282288
264,6,-0.0025177,0.024147
264,7,0.00213623,0.0334549
264,8,0.00469208,0.0246048
264,9,0.00236511,0.0094223
265,0,-0.00358582,-0.00106812
265,1,-0.00701904,-0.0107956
265,2,-0.00408173,-0.014267
265,3,-0.000953674,0.00644684
265,4,0.00156403,0.0395966
265,5,0.000114441,0.0447464
265,6,0.00301361,0.0153351
265,7,0.00370026,-0.0100708
265,8,0.00137329,-0.020256
