Frame,Sub Frame,GM,SL
49,1,-0.00682831,-0.0259018
49,2,-0.0393295,-0.0455856
49,3,-0.0397491,-0.0268936
49,4,-0.0147247,0.00614166
49,5,0.00556946,0.0128555
49,6,0.0109482,0.00328064
49,7,0.00141144,0.000572205
49,8,-0.0201797,0.0179291
49,9,-0.0110245,0.0200653
50,0,0.0162125,0.00282288
50,1,0.02388,-0.00602722
50,2,0.014267,-0.00335693
50,3,0.00701904,0.0025177
50,4,0.00598907,0.00228882
50,5,0.00843048,-0.00602722
50,6,0.00850677,-0.0107574
50,7,0.00358582,-0.00270844
50,8,-0.00293732,0.0150681
50,9,-0.00648499,0.0300217
51,0,-0.013237,0.0393677
51,1,-0.0375748,0.0373459
51,2,-0.0689316,0.0242615
51,3,-0.0733948,0.0720978
51,4,-0.0541306,0.130272
51,5,-0.0379181,0.127831
51,6,-0.0291443,0.0911713
51,7,-0.0237274,0.0666046
51,8,-0.0247574,0.060463
51,9,-0.00236511,0.0477219
52,0,0.0360489,0.02285
52,1,0.050621,0.00411987
52,2,0.0421524,-0.00278473
52,3,0.0346756,-0.0114822
52,4,0.0317001,-0.0247574
52,5,0.0318146,-0.0442123
52,6,0.0299454,-0.0540161
52,7,0.0240326,-0.0439453
52,8,0.0176239,-0.0320435
52,9,0.0111008,-0.0267792
53,0,0.00736237,-0.0211334
53,1,-0.00827789,-0.0232315
53,2,-0.0317764,-0.0236893
53,3,-0.0399399,-0.00476837
53,4,-0.0296783,0.0114822
53,5,-0.0178909,0.0088501
53,6,-0.0100708,0.00202179
53,7,-0.0101471,0.00354767
53,8,-0.0143433,0.0134277
53,9,0.0100327,0.0114441
54,0,0.0526047,0.00133514
54,1,0.0649643,-0.00370026
54,2,0.0526428,-0.000114441
54,3,0.0422287,0.00946045
54,4,0.0404739,0.0187302
54,5,0.0437927,0.0177002
54,6,0.0388718,0.0135803
54,7,0.0208282,0.018158
54,8,-0.0038147,0.0230408
54,9,-0.0102615,0.0204849
55,0,0.000801086,0.0147247
55,1,-0.00591278,0.0116348
55,2,-0.0344849,0.00522614
55,3,-0.043869,0.00652313
55,4,-0.0265503,0.0112915
55,5,-0.00701904,0.0106812
55,6,-0.00141144,0.00556946
55,7,-0.00133514,-0.00297546
55,8,-0.00675201,0.00152588
55,9,0.00125885,0.0148392
56,0,0.0276184,0.0159836
56,1,0.0374603,0.00354767
56,2,0.0286484,-0.0111771
56,3,0.0176239,-0.0168991
56,4,0.0112915,-0.0218964
56,5,0.0101089,-0.0421906
56,6,0.00404358,-0.063324
56,7,-0.00461578,-0.0683212
56,8,-0.0104141,-0.0627518
56,9,-0.0125122,-0.0548172
57,0,-0.0140762,-0.043869
57,1,-0.0276566,-0.0389099
57,2,-0.0527573,-0.0442505
57,3,-0.059433,-0.0438309
57,4,-0.0452805,-0.0264359
57,5,-0.0304031,-0.0133896
57,6,-0.026474,-0.0113678
57,7,-0.0251007,-0.0110245
57,8,-0.0340652,-0.000572205
57,9,-0.0252533,0.00328064
58,0,0.00915527,-0.00640869
58,1,0.026474,-0.0133133
58,2,0.0234222,-0.0114059
58,3,0.0164795,-0.00572205
58,4,0.0114822,-0.00087738
58,5,0.0113678,-0.0075531
58,6,0.0154877,-0.0124741
58,7,0.0159836,-0.00144958
58,8,0.0115204,0.0201035
58,9,0.0044632,0.0443268
59,0,0.00297546,0.0540924
59,1,-0.00659943,0.056839
59,2,-0.0351334,0.0674438
59,3,-0.0538635,0.0806046
59,4,-0.0440979,0.0910187
59,5,-0.0231171,0.0835419
59,6,-0.0105667,0.0634003
59,7,-0.0069809,0.0470352
59,8,-0.0137711,0.0475693
59,9,-0.00679016,0.0494003
60,0,0.0264359,0.0271225
60,1,0.0473022,0.000495911
60,2,0.0408554,-0.0094223
60,3,0.030365,-0.00938416
60,4,0.0265503,-0.0135422
60,5,0.0257111,-0.030098
60,6,0.0242615,-0.0430679
60,7,0.0195694,-0.0400543
60,8,0.0161362,-0.0338364
60,9,0.0128555,-0.029068
61,0,0.00843048,-0.0259399
61,1,-0.00427246,-0.0211716
61,2,-0.027504,-0.0233459
61,3,-0.0403214,-0.0196838
61,4,-0.0305557,-0.00663757
61,5,-0.0135422,-0.00415802
61,6,-0.00400543,-0.00713348
61,7,-0.00232697,-0.00801086
61,8,-0.0102615,0.000724792
61,9,-0.00919342,0.0124359
62,0,0.0182343,0.00629425
62,1,0.0361252,-0.00617981
62,2,0.03479,-0.0113297
62,3,0.027504,-0.0102615
62,4,0.0217819,-0.0104904
62,5,0.0212097,-0.0178146
62,6,0.0231934,-0.0306702
62,7,0.0230408,-0.0318527
62,8,0.0175476,-0.0177383
62,9,0.010643,-0.00171661
63,0,0.00511169,0.0109482
63,1,-0.00835419,0.0294876
63,2,-0.040741,0.052948
63,3,-0.0587463,0.071106
63,4,-0.0510788,0.08358
63,5,-0.0358582,0.0867081
63,6,-0.0241852,0.0717926
63,7,-0.0165176,0.0525284
63,8,-0.0177383,0.0442886
63,9,-0.0168991,0.0469589
64,0,0.0133896,0.0333023
64,1,0.03685,0.0151443
64,2,0.0336075,0.00965118
64,3,0.0220108,0.0295639
64,4,0.0162506,0.0439072
64,5,0.0181961,0.0271606
64,6,0.0181961,-0.00579834
64,7,0.0149536,-0.0207901
64,8,0.011673,-0.0188065
64,9,0.00930786,-0.0170135
65,0,0.00640869,-0.0192642
65,1,-0.000953674,-0.0191879
65,2,-0.0206757,-0.0189209
65,3,-0.0331879,-0.0146484
65,4,-0.0268936,-0.00621796
65,5,-0.0173187,-0.00419617
65,6,-0.0112915,-0.0112915
65,7,-0.00865936,-0.0176239
65,8,-0.0123215,-0.0125504
65,9,-0.0178146,0.000114441
66,0,0.00492096,-0.00587463
66,1,0.029068,-0.0183487
66,2,0.0312424,-0.0194168
66,3,0.0228882,-0.0188828
66,4,0.0174332,-0.021553
66,5,0.0130463,-0.0307846
66,6,0.0144196,-0.0437546
66,7,0.0147247,-0.0401306
66,8,0.01091,-0.00946045
66,9,0.00621796,0.0170898
67,0,0.00362396,0.0231552
67,1,-0.00232697,0.0193405
67,2,-0.0297546,0.0144577
67,3,-0.0518417,0.019989
67,4,-0.0476837,0.0297165
67,5,-0.0322342,0.0277328
67,6,-0.019455,0.0165558
67,7,-0.0156021,0.00988007
67,8,-0.018158,0.0108337
67,9,-0.0217819,0.0188828
68,0,0.00209808,0.0127029
68,1,0.032692,-0.00141144
68,2,0.0333405,-0.0056839
68,3,0.022583,0.00106812
68,4,0.0162506,0.0056839
68,5,0.014534,0.00282288
68,6,0.0147629,-0.0140381
68,7,0.0141907,-0.0246048
68,8,0.0106812,-0.0213242
68,9,0.00648499,-0.0161362
69,0,0.00198364,-0.00835419
69,1,-0.00537872,0.0107193
69,2,-0.0250626,0.0257111
69,3,-0.0363159,0.0278091
69,4,-0.027504,0.0323868
69,5,-0.0104523,0.0358963
69,6,-0.000305176,0.0337982
69,7,0.000343323,0.0278091
69,8,-0.00289917,0.0255203
69,9,-0.0107574,0.0335312
70,0,0.00938416,0.0298691
70,1,0.0370407,0.0170898
70,2,0.0423813,0.0115585
70,3,0.0312805,0.01194
70,4,0.0194931,0.0108719
70,5,0.0139999,0.0019455
70,6,0.0152969,-0.0161743
70,7,0.0190735,-0.0268173
70,8,0.0191498,-0.0231934
70,9,0.0130081,-0.014534
71,0,0.00751495,-0.00846863
71,1,-0.000686646,-0.00144958
71,2,-0.0232315,0.0094986
71,3,-0.0455856,0.0157166
71,4,-0.046196,0.0149155
71,5,-0.0310516,0.00846863
71,6,-0.0205612,0.00110626
71,7,-0.021553,-0.00572205
71,8,-0.0268555,-0.0123215
71,9,-0.0345612,-0.0082016
72,0,-0.0151825,-0.0133514
72,1,0.014534,-0.0271606
72,2,0.0230789,-0.0352097
72,3,0.0189209,-0.0384903
72,4,0.0141144,-0.0395966
72,5,0.0126648,-0.0402832
72,6,0.0178909,-0.0463104
72,7,0.0248718,-0.0462723
72,8,0.0321198,-0.0336456
72,9,0.039444,-0.0199509
73,0,0.0437164,-0.00980377
73,1,0.0427246,0.000114441
73,2,0.0266266,0.00717163
73,3,0.00587463,0.00778198
73,4,7.62939e-05,0.0177002
73,5,0.00419617,0.0285339
73,6,0.00537872,0.0285721
73,7,0.00511169,0.0256729
73,8,-0.00144958,0.0403976
73,9,-0.0180435,0.0697708
74,0,-0.0107193,0.0696945
74,1,0.0110245,0.0467682
74,2,0.0146103,0.0300598
74,3,0.00110626,0.0215149
74,4,-0.00835419,0.0141907
74,5,-0.0112915,0.00488281
74,6,-0.00858307,-0.00904083
74,7,-0.00255585,-0.0172806
74,8,0.000228882,-0.0146103
74,9,-0.00114441,-0.00682831
75,0,-0.00534058,0.00175476
75,1,-0.0108337,0.00675201
75,2,-0.0320435,0.0120163
75,3,-0.0604248,0.00968933
75,4,-0.067482,0.0146103
75,5,-0.0519562,0.0221634
75,6,-0.0328827,0.0194168
75,7,-0.0207138,0.0120544
75,8,-0.0160217,0.0101471
75,9,-0.0234604,0.0214386
76,0,-0.0137711,0.0238037
76,1,0.0207901,0.00247955
76,2,0.032959,-0.0121307
76,3,0.0237656,-0.0120926
76,4,0.0133514,-0.00717163
76,5,0.0107574,-0.00831604
76,6,0.0146484,-0.0245667
76,7,0.0172424,-0.033493
76,8,0.015564,-0.0244522
76,9,0.0125885,-0.0122833
77,0,0.0111389,-0.0063324
77,1,0.0127029,-0.00782013
77,2,0.00530243,-0.00663757
77,3,-0.0130081,-0.00469208
77,4,-0.0231171,-0.0069046
77,5,-0.0182343,-0.00888824
77,6,-0.00869751,-0.0132751
77,7,-0.00385284,-0.0214767
77,8,-0.00274658,-0.030098
77,9,-0.0104904,-0.0288773
78,0,-0.000991821,-0.0304794
78,1,0.0273514,-0.0514221
78,2,0.0406265,-0.0642776
78,3,0.0333023,-0.0522995
78,4,0.0225449,-0.0447464
78,5,0.0157928,-0.0515366
78,6,0.0151825,-0.0643539
78,7,0.0208282,-0.0708389
78,8,0.0264359,-0.0621414
78,9,0.0250626,-0.0422668
79,0,0.0189209,-0.0203323
79,1,0.0102997,-0.00232697
79,2,-0.00808716,0.0139999
79,3,-0.0380325,0.0305939
79,4,-0.0468826,0.0463867
79,5,-0.0344467,0.0515747
79,6,-0.0218582,0.0460052
79,7,-0.0193405,0.0426102
79,8,-0.0218201,0.0413895
79,9,-0.0294495,0.0455856
80,0,-0.0284195,0.0444031
80,1,-0.000648499,0.0291443
80,2,0.0160599,0.0183868
80,3,0.0140762,0.0195694
80,4,0.00804901,0.0261307
80,5,0.00644684,0.0286865
80,6,0.0112152,0.0182343
80,7,0.0156403,0.00324249
80,8,0.0153351,-0.000152588
80,9,0.0122833,0.00583649
81,0,0.00953674,0.0127792
81,1,0.00854492,0.0165176
81,2,0.000495911,0.0214386
81,3,-0.0141144,0.0313187
81,4,-0.0168228,0.0379181
81,5,-0.00400543,0.0378799
81,6,0.00911713,0.0338364
81,7,0.0100708,0.0311661
81,8,0.0056839,0.0283813
81,9,-0.00728607,0.0339508
82,0,-0.0119781,0.0366211
82,1,0.0101471,0.0196457
82,2,0.0291824,0.00125885
82,3,0.0289917,-0.00324249
82,4,0.019989,-0.00286102
82,5,0.0138855,-0.00328064
82,6,0.0154877,-0.0126648
82,7,0.020256,-0.0269699
82,8,0.0195312,-0.0335312
82,9,0.0140762,-0.0291061
83,0,0.00659943,-0.0188446
83,1,3.8147e-05,-0.00705719
83,2,-0.014801,0.00102997
83,3,-0.0409317,0.00724792
83,4,-0.0533295,0.0144577
83,5,-0.0372314,0.0224686
83,6,-0.014534,0.0236893
83,7,-0.00377655,0.0193787
83,8,7.62939e-05,0.0131607
83,9,-0.000534058,0.0186157
84,0,-0.000572205,0.0338745
84,1,0.0230026,0.0248718
84,2,0.0396347,0.00362396
84,3,0.0350189,-0.00839233
